formal_name,gsid,year,month,day,day_hour,hourly_avg
Kathmandu Airport,366,2015,1,14,15,8.75
Kathmandu Airport,366,2015,1,14,16,7.575
Kathmandu Airport,366,2015,1,14,17,6.885
Kathmandu Airport,366,2015,1,14,18,6.59
Kathmandu Airport,366,2015,1,14,19,5.8325
Kathmandu Airport,366,2015,1,14,20,5.005
Kathmandu Airport,366,2015,1,14,21,4.9625
Kathmandu Airport,366,2015,1,14,22,4.5175
Kathmandu Airport,366,2015,1,14,23,4.0075
Kathmandu Airport,366,2015,1,15,0,3.77
Kathmandu Airport,366,2015,1,15,1,3.365
Kathmandu Airport,366,2015,1,15,2,4.3525
Kathmandu Airport,366,2015,1,15,3,7.345
Kathmandu Airport,366,2015,1,15,4,11.66
Kathmandu Airport,366,2015,1,15,5,15.24
Kathmandu Airport,366,2015,1,15,6,17.27
Kathmandu Airport,366,2015,1,15,7,18.515
Kathmandu Airport,366,2015,1,15,8,19.19
Kathmandu Airport,366,2015,1,15,9,18.33
Kathmandu Airport,366,2015,1,15,10,16.4875
Kathmandu Airport,366,2015,1,15,11,14.0225
Kathmandu Airport,366,2015,1,15,12,11.6325
Kathmandu Airport,366,2015,1,15,13,10.805
Kathmandu Airport,366,2015,1,15,14,9.8825
Kathmandu Airport,366,2015,1,15,15,8.45
Kathmandu Airport,366,2015,1,15,16,7.2975
Kathmandu Airport,366,2015,1,15,17,6.7575
Kathmandu Airport,366,2015,1,15,18,6.2625
Kathmandu Airport,366,2015,1,15,19,5.9325
Kathmandu Airport,366,2015,1,15,20,5.3275
Kathmandu Airport,366,2015,1,15,21,4.7875
Kathmandu Airport,366,2015,1,15,22,4.3425
Kathmandu Airport,366,2015,1,15,23,3.9775
Kathmandu Airport,366,2015,1,16,0,3.955
Kathmandu Airport,366,2015,1,16,1,3.7225
Kathmandu Airport,366,2015,1,16,2,4.345
Kathmandu Airport,366,2015,1,16,3,7.7275
Kathmandu Airport,366,2015,1,16,4,12.075
Kathmandu Airport,366,2015,1,16,5,14.6625
Kathmandu Airport,366,2015,1,16,6,16.825
Kathmandu Airport,366,2015,1,16,7,17.675
Kathmandu Airport,366,2015,1,16,8,17.63
Kathmandu Airport,366,2015,1,16,9,18.0275
Kathmandu Airport,366,2015,1,16,10,15.7
Kathmandu Airport,366,2015,1,16,11,13.525
Kathmandu Airport,366,2015,1,16,12,11.52
Kathmandu Airport,366,2015,1,16,13,11.1425
Kathmandu Airport,366,2015,1,16,14,10.245
Kathmandu Airport,366,2015,1,16,15,9.36
Kathmandu Airport,366,2015,1,16,16,8.5725
Kathmandu Airport,366,2015,1,16,17,7.7575
Kathmandu Airport,366,2015,1,16,18,6.8
Kathmandu Airport,366,2015,1,16,19,6.4
Kathmandu Airport,366,2015,1,16,20,6.2
Kathmandu Airport,366,2015,1,16,21,5.805
Kathmandu Airport,366,2015,1,16,22,5.5975
Kathmandu Airport,366,2015,1,16,23,5.33
Kathmandu Airport,366,2015,1,17,0,4.9975
Kathmandu Airport,366,2015,1,17,1,4.875
Kathmandu Airport,366,2015,1,17,2,5.7675
Kathmandu Airport,366,2015,1,17,3,8.55
Kathmandu Airport,366,2015,1,17,4,11.6825
Kathmandu Airport,366,2015,1,17,5,14.715
Kathmandu Airport,366,2015,1,17,6,16.88
Kathmandu Airport,366,2015,1,17,7,18.3775
Kathmandu Airport,366,2015,1,17,8,17.9975
Kathmandu Airport,366,2015,1,17,9,17.7625
Kathmandu Airport,366,2015,1,17,10,15.93
Kathmandu Airport,366,2015,1,17,11,13.8225
Kathmandu Airport,366,2015,1,17,12,11.8275
Kathmandu Airport,366,2015,1,17,13,10.96
Kathmandu Airport,366,2015,1,17,14,9.8575
Kathmandu Airport,366,2015,1,17,15,8.7775
Kathmandu Airport,366,2015,1,17,16,7.9075
Kathmandu Airport,366,2015,1,17,17,7.2125
Kathmandu Airport,366,2015,1,17,18,6.4475
Kathmandu Airport,366,2015,1,17,19,6.115
Kathmandu Airport,366,2015,1,17,20,5.8075
Kathmandu Airport,366,2015,1,17,21,5.165
Kathmandu Airport,366,2015,1,17,22,4.6225
Kathmandu Airport,366,2015,1,17,23,4.42
Kathmandu Airport,366,2015,1,18,0,3.9325
Kathmandu Airport,366,2015,1,18,1,3.5975
Kathmandu Airport,366,2015,1,18,2,4.5625
Kathmandu Airport,366,2015,1,18,3,7.405
Kathmandu Airport,366,2015,1,18,4,11.0625
Kathmandu Airport,366,2015,1,18,5,14.7275
Kathmandu Airport,366,2015,1,18,6,16.595
Kathmandu Airport,366,2015,1,18,7,18.05
Kathmandu Airport,366,2015,1,18,8,18.205
Kathmandu Airport,366,2015,1,18,9,17.875
Kathmandu Airport,366,2015,1,18,10,16.555
Kathmandu Airport,366,2015,1,18,11,13.75
Kathmandu Airport,366,2015,1,18,12,11.86
Kathmandu Airport,366,2015,1,18,13,10.97
Kathmandu Airport,366,2015,1,18,14,9.9925
Kathmandu Airport,366,2015,1,18,15,8.96
Kathmandu Airport,366,2015,1,18,16,7.84
Kathmandu Airport,366,2015,1,18,17,6.825
Kathmandu Airport,366,2015,1,18,18,6.235
Kathmandu Airport,366,2015,1,18,19,5.6275
Kathmandu Airport,366,2015,1,18,20,4.95
Kathmandu Airport,366,2015,1,18,21,4.6625
Kathmandu Airport,366,2015,1,18,22,4.425
Kathmandu Airport,366,2015,1,18,23,4
Kathmandu Airport,366,2015,1,19,0,3.675
Kathmandu Airport,366,2015,1,19,1,3.355
Kathmandu Airport,366,2015,1,19,2,4.0725
Kathmandu Airport,366,2015,1,19,3,7.37
Kathmandu Airport,366,2015,1,19,4,11.64
Kathmandu Airport,366,2015,1,19,5,14.8175
Kathmandu Airport,366,2015,1,19,6,17.5275
Kathmandu Airport,366,2015,1,19,7,18.585
Kathmandu Airport,366,2015,1,19,8,20.14
Kathmandu Airport,366,2015,1,19,9,19.7575
Kathmandu Airport,366,2015,1,19,10,17.4175
Kathmandu Airport,366,2015,1,19,11,14.4725
Kathmandu Airport,366,2015,1,19,12,12.3525
Kathmandu Airport,366,2015,1,19,13,11.1375
Kathmandu Airport,366,2015,1,19,14,9.9775
Kathmandu Airport,366,2015,1,19,15,9.0875
